# Weather station Espoo / Tapiola, Finland, WMO_ID=2985,selection from 01.01.2019 till 19.10.2021, all days
# Encoding: UTF-8
# The data is provided by the website ""Reliable Prognosis"", rp5.kz
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.kz/archive.php?wmo_id=2985&lang=en
#
Local time in Espoo / Tapiola,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
13.06.2020 12:00,19.5,769.8,770.4,,51,Wind blowing from the south-east,4,6,9,no clouds,No significant weather observed. ,,,,,,,,,,29.0,9.1,No precipitation,1,,,,
13.06.2020 09:00,18.7,769.7,770.4,,53,Wind blowing from the east-northeast,3,5,5,"90  or more, but not 100%",No significant weather observed. ,,,9.3,19.2,,"90  or more, but not 100%",2000-2500,,,29.0,8.8,No precipitation,12,,,,
13.06.2020 06:00,11.4,769.1,769.8,,80,Wind blowing from the north,3,4,4,no clouds,No significant weather observed. ,,,,,,,,,,30.0,8.1,No precipitation,1,,,,
13.06.2020 03:00,9.7,768.7,769.3,,89,Wind blowing from the north,3,4,4,no clouds,No significant weather observed. ,,,,,,,,,,26.0,8.0,No precipitation,1,,,,
13.06.2020 00:00,14.3,768.0,768.7,,64,Wind blowing from the east,2,4,,no clouds,No significant weather observed. ,,,,,,,,,,30.0,7.6,No precipitation,1,,,,
12.06.2020 21:00,19.3,767.2,767.9,,45,Wind blowing from the east,4,9,10,no clouds,No significant weather observed. ,,,18.2,22.0,,,,,,30.0,6.9,No precipitation,12,,,,
12.06.2020 18:00,20.4,767.2,767.9,,39,Wind blowing from the east,4,8,12,no clouds,No significant weather observed. ,,,,,,,,,,27.0,6.1,No precipitation,1,,,,
12.06.2020 15:00,21.8,767.2,767.8,,33,Wind blowing from the east,5,11,11,no clouds,No significant weather observed. ,,,,,,,,,,25.0,4.7,No precipitation,1,,,,
12.06.2020 12:00,21.1,767.1,767.8,,42,Wind blowing from the north-east,5,9,11,no clouds,No significant weather observed. ,,,,,,,,,,27.0,7.6,No precipitation,1,,,,
12.06.2020 09:00,18.1,766.6,767.2,,61,Wind blowing from the east-northeast,4,7,8,no clouds,No significant weather observed. ,,,11.7,18.1,,,,,,29.0,10.5,No precipitation,12,,,,
12.06.2020 06:00,14.4,766.1,766.8,,76,Wind blowing from the north-northeast,4,6,6,no clouds,No significant weather observed. ,,,,,,,,,,25.0,10.2,No precipitation,1,,,,
12.06.2020 03:00,14.1,766.1,766.8,,83,Wind blowing from the north-east,4,5,6,no clouds,No significant weather observed. ,,,,,,,,,,26.0,11.3,No precipitation,1,,,,
12.06.2020 00:00,13.3,765.4,766.1,,93,Wind blowing from the north,3,4,4,no clouds,No significant weather observed. ,,,,,,,,,,15.0,12.2,No precipitation,1,,,,
11.06.2020 21:00,16.7,765.3,766.0,,76,Wind blowing from the east-southeast,4,,7,no clouds,No significant weather observed. ,,,16.6,22.6,,,,,,26.0,12.5,No precipitation,12,,,,
11.06.2020 18:00,17.8,764.7,765.4,,71,Wind blowing from the east-southeast,4,7,7,no clouds,No significant weather observed. ,,,,,,,,,,27.0,12.5,No precipitation,1,,,,
11.06.2020 15:00,18.2,765.1,765.7,,72,Wind blowing from the south-east,4,8,9,no clouds,No significant weather observed. ,,,,,,,,,,26.0,13.0,No precipitation,1,,,,
11.06.2020 12:00,22.4,764.2,764.8,,48,Wind blowing from the north-northeast,4,8,11,no clouds,No significant weather observed. ,,,,,,,,,,30.0,10.7,No precipitation,1,,,,
11.06.2020 09:00,17.8,764.3,765.0,,64,Wind blowing from the north-northeast,3,6,7,no clouds,No significant weather observed. ,,,13.0,17.8,,,,,,25.0,10.8,No precipitation,12,,,,
11.06.2020 06:00,14.4,764.2,765.0,,59,Wind blowing from the north-northeast,4,6,7,no clouds,No significant weather observed. ,,,,,,,,,,30.0,6.4,No precipitation,1,,,,
11.06.2020 03:00,15.6,763.9,764.6,,54,Wind blowing from the north-northeast,4,6,6,no clouds,No significant weather observed. ,,,,,,,,,,30.0,6.3,No precipitation,1,,,,
11.06.2020 00:00,13.2,763.6,764.2,,91,Wind blowing from the north-northeast,3,5,5,no clouds,No significant weather observed. ,,,,,,,,,,24.0,11.8,No precipitation,1,,,,
10.06.2020 21:00,17.9,763.2,763.9,,76,Wind blowing from the south-southeast,1,2,2,no clouds,No significant weather observed. ,,,17.9,23.6,,,,,,24.0,13.6,No precipitation,12,,,,
10.06.2020 18:00,20.4,763.2,763.9,,63,Wind blowing from the south,3,5,6,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",1500-2000,,,24.0,13.2,No precipitation,1,,,,
10.06.2020 15:00,22.3,763.1,763.8,,48,Wind blowing from the north-northeast,4,9,9,50%.,No significant weather observed. ,,,,,,50%.,1500-2000,,,26.0,10.7,No precipitation,1,,,,
10.06.2020 12:00,22.0,763.5,764.2,,47,Wind blowing from the north-east,3,7,9,20–30%.,No significant weather observed. ,,,,,,20–30%.,1500-2000,,,25.0,10.0,No precipitation,1,,,,
10.06.2020 09:00,18.0,763.2,763.9,,60,Wind blowing from the north,4,7,7,no clouds,No significant weather observed. ,,,10.6,18.0,,,,,,21.0,10.1,No precipitation,12,,,,
10.06.2020 06:00,13.8,763.0,763.7,,82,Wind blowing from the north,4,6,6,100%.,No significant weather observed. ,,,,,,100%.,"2500 or more, or no clouds.",,,26.0,10.7,No precipitation,1,,,,
10.06.2020 03:00,10.7,762.7,763.4,,98,Wind blowing from the north-northwest,3,4,4,70 – 80%.,No significant weather observed. ,,,,,,70 – 80%.,2000-2500,,,14.0,10.4,No precipitation,1,,,,
10.06.2020 00:00,14.1,762.7,763.3,,87,Wind blowing from the north,3,3,4,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",2000-2500,,,26.0,11.9,No precipitation,1,,,,
09.06.2020 21:00,17.7,762.4,763.1,,61,Wind blowing from the north-northeast,3,5,7,50%.,No significant weather observed. ,,,13.3,19.0,,20–30%.,"2500 or more, or no clouds.",,,30.0,10.0,No precipitation,12,,,,
09.06.2020 18:00,18.3,762.1,762.8,,66,Wind blowing from the north,5,11,11,60%.,No significant weather observed. ,,,,,,60%.,600-1000,,,29.0,11.7,No precipitation,1,,,,
09.06.2020 15:00,16.9,762.4,763.0,,74,Wind blowing from the north-northeast,4,8,10,100%.,No significant weather observed. ,,,,,,100%.,600-1000,,,24.0,12.3,No precipitation,1,,,,
09.06.2020 12:00,15.9,761.8,762.5,,78,Wind blowing from the north-northeast,4,8,10,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,26.0,12.1,No precipitation,1,,,,
09.06.2020 09:00,13.8,761.1,761.8,,84,Wind blowing from the north,4,6,9,100%.,No significant weather observed. ,,,12.7,14.4,,100%.,600-1000,,,30.0,11.2,0.5,12,,,,
09.06.2020 06:00,13.0,759.8,760.6,,91,Wind blowing from the north,4,6,7,100%.,Rain (not freezing). ,,,,,,100%.,600-1000,,,29.0,11.6,0.1,1,,,,
09.06.2020 03:00,12.8,759.0,759.7,,93,Wind blowing from the north,4,7,9,100%.,Drizzle (not freezing) or snow grains. ,,,,,,100%.,200-300,,,30.0,11.7,No precipitation,1,,,,
09.06.2020 00:00,13.5,758.5,759.2,,86,Wind blowing from the north,4,7,9,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,30.0,11.2,No precipitation,1,,,,
08.06.2020 21:00,14.4,758.5,759.1,,89,Wind blowing from the north-northwest,5,7,9,"90  or more, but not 100%",No significant weather observed. ,,,14.4,19.2,,"90  or more, but not 100%",300-600,,,24.0,12.6,2,12,,,,
08.06.2020 18:00,15.5,757.8,758.5,,93,Wind blowing from the north,4,7,7,100%.,No significant weather observed. ,,,,,,100%.,200-300,,,19.0,14.4,No precipitation,1,,,,
08.06.2020 15:00,15.2,758.5,759.2,,94,Wind blowing from the north-northeast,1,,3,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,300-600,,,16.0,14.2,No precipitation,1,,,,
08.06.2020 12:00,15.9,758.5,759.1,,89,Wind blowing from the south-east,3,5,5,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,1000-1500,,,13.0,14.1,No precipitation,1,,,,
08.06.2020 09:00,16.4,758.3,759.0,,80,Wind blowing from the south-east,3,4,4,50%.,No significant weather observed. ,,,11.8,17.3,,"10%  or less, but not 0","2500 or more, or no clouds.",,,24.0,13.0,No precipitation,12,,,,
08.06.2020 06:00,12.7,757.9,758.6,,96,Wind blowing from the north-northeast,1,,,40%.,No significant weather observed. ,,,,,,40%.,1500-2000,,,13.0,12.1,No precipitation,1,,,,
08.06.2020 03:00,12.6,758.2,758.8,,97,"Calm, no wind",0,,,100%.,No significant weather observed. ,,,,,,100%.,1500-2000,,,17.0,12.2,No precipitation,1,,,,
08.06.2020 00:00,12.1,758.2,758.9,,97,Wind blowing from the south-east,2,3,5,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",2000-2500,,,14.0,11.7,No precipitation,1,,,,
07.06.2020 21:00,15.0,757.8,758.5,,83,Wind blowing from the south,2,3,7,100%.,Rain (not freezing). ,,,13.5,18.0,,100%.,"2500 or more, or no clouds.",,,26.0,12.2,No precipitation,12,,,,
07.06.2020 18:00,15.6,758.1,758.8,,62,Wind blowing from the east-southeast,4,8,9,"90  or more, but not 100%",No significant weather observed. ,,,,,,40%.,1500-2000,,,35.0,8.2,No precipitation,1,,,,
07.06.2020 15:00,16.8,758.8,759.5,,48,Wind blowing from the south-east,5,,,no clouds,No significant weather observed. ,,,,,,,,,,29.0,5.8,No precipitation,1,,,,
07.06.2020 12:00,15.3,758.5,759.2,,62,Wind blowing from the south,5,8,,no clouds,No significant weather observed. ,,,,,,,,,,28.0,8.0,No precipitation,1,,,,
07.06.2020 09:00,13.5,756.9,757.6,,68,Wind blowing from the south-southwest,6,,12,no clouds,No significant weather observed. ,,,10.5,13.5,,,,,,27.0,7.6,No precipitation,12,,,,
07.06.2020 06:00,11.3,755.5,756.2,,77,Wind blowing from the south-southwest,6,11,12,no clouds,No significant weather observed. ,,,,,,,,,,30.0,7.4,No precipitation,1,,,,
07.06.2020 03:00,10.6,754.0,754.6,,81,Wind blowing from the south,7,11,12,no clouds,No significant weather observed. ,,,,,,,,,,30.0,7.4,No precipitation,1,,,,
07.06.2020 00:00,12.1,753.0,753.7,,63,Wind blowing from the south-southwest,8,15,17,no clouds,No significant weather observed. ,,,,,,,,,,28.0,5.3,No precipitation,1,,,,
06.06.2020 21:00,13.2,751.9,752.6,,65,Wind blowing from the south-southwest,8,12,15,no clouds,No significant weather observed. ,,,11.5,17.4,,,,,,30.0,6.8,4,12,,,,
06.06.2020 18:00,14.4,750.4,751.0,,70,Wind blowing from the south-southwest,8,14,14,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",600-1000,,,28.0,8.9,No precipitation,1,,,,
06.06.2020 15:00,15.8,748.6,749.2,,79,Wind blowing from the south,4,7,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",600-1000,,,30.0,12.2,No precipitation,1,,,,
06.06.2020 12:00,14.4,747.7,748.4,,93,Wind blowing from the south,3,7,10,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",100-200,,,20.0,13.2,No precipitation,1,,,,
06.06.2020 09:00,11.7,746.8,747.5,,96,Wind blowing from the east-southeast,6,10,12,100%.,"Rain, not freezing, slight. ",,,11.6,14.6,,100%.,200-300,,,7.0,11.0,5,12,,,,
06.06.2020 06:00,14.3,747.3,748.0,,74,Wind blowing from the east-southeast,6,11,13,"90  or more, but not 100%",No significant weather observed. ,,,,,,40%.,1500-2000,,,22.0,9.7,No precipitation,1,,,,
06.06.2020 03:00,13.6,749.2,749.9,,84,Wind blowing from the east-southeast,5,9,10,no clouds,No significant weather observed. ,,,,,,,,,,27.0,11.0,No precipitation,1,,,,
06.06.2020 00:00,14.5,750.1,750.8,,86,Wind blowing from the east-southeast,4,8,8,60%.,No significant weather observed. ,,,,,,50%.,1500-2000,,,27.0,12.2,No precipitation,1,,,,
05.06.2020 21:00,13.7,750.1,750.8,,83,Wind blowing from the east-southeast,3,,8,70 – 80%.,No significant weather observed. ,,,12.2,19.4,,70 – 80%.,1500-2000,,,26.0,10.8,0.6,12,,,,
05.06.2020 18:00,18.5,749.3,750.0,,55,Wind blowing from the south-west,6,8,12,no clouds,No significant weather observed. ,,,,,,,,,,29.0,9.3,No precipitation,1,,,,
05.06.2020 15:00,14.0,748.8,749.5,,85,Wind blowing from the south-southwest,3,6,6,100%.,Drizzle (not freezing) or snow grains. ,,,,,,100%.,600-1000,,,19.0,11.5,No precipitation,1,,,,
05.06.2020 12:00,13.5,747.7,748.4,,92,Wind blowing from the west-southwest,4,6,6,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,300-600,,,16.0,12.2,No precipitation,1,,,,
05.06.2020 09:00,12.2,746.8,747.4,,94,Wind blowing from the west-northwest,3,5,6,100%.,"Drizzle, not freezing, moderate. ",,,11.1,13.0,,100%.,200-300,,,13.0,11.2,3,12,,,,
05.06.2020 06:00,11.1,746.9,747.6,,95,Wind blowing from the north-west,4,6,7,100%.,"Rain, not freezing, slight. ",,,,,,100%.,200-300,,,14.0,10.3,0.3,1,,,,
05.06.2020 03:00,11.3,748.1,748.8,,92,Wind blowing from the north-northwest,4,6,7,100%.,"Rain, not freezing, moderate. ",,,,,,100%.,600-1000,,,6.0,10.1,0.6,1,,,,
05.06.2020 00:00,12.1,749.5,750.2,,87,Wind blowing from the north-west,3,5,7,"90  or more, but not 100%",Drizzle (not freezing) or snow grains. ,,,,,,"90  or more, but not 100%",1500-2000,,,27.0,10.0,No precipitation,1,,,,
04.06.2020 21:00,13.0,751.4,752.1,,79,Wind blowing from the south-east,2,3,,100%.,"Rain shower(s) or intermittent rain, slight. ",,,13.0,18.6,,100%.,1500-2000,,,25.0,9.5,0.1,12,,,,
04.06.2020 18:00,15.8,751.9,752.5,,66,Wind blowing from the north,2,5,7,100%.,No significant weather observed. ,,,,,,100%.,1000-1500,,,24.0,9.4,No precipitation,1,,,,
04.06.2020 15:00,16.0,753.1,753.8,,74,Wind blowing from the north-east,3,7,8,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,1000-1500,,,22.0,11.3,No precipitation,1,,,,
04.06.2020 12:00,17.4,754.2,754.9,,61,Wind blowing from the east-southeast,6,12,12,40%.,No significant weather observed. ,,,,,,"10%  or less, but not 0",2000-2500,,,22.0,9.7,No precipitation,1,,,,
04.06.2020 09:00,14.5,754.6,755.3,,61,Wind blowing from the north-northeast,3,5,6,100%.,No significant weather observed. ,,,9.6,15.8,,100%.,1500-2000,,,23.0,7.1,No precipitation,12,,,,
04.06.2020 06:00,11.0,755.8,756.5,,70,Wind blowing from the north-east,3,4,4,60%.,No significant weather observed. ,,,,,,50%.,1500-2000,,,29.0,5.7,No precipitation,1,,,,
04.06.2020 03:00,11.9,756.4,757.1,,61,Wind blowing from the north-east,3,5,5,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",2000-2500,,,30.0,4.5,No precipitation,1,,,,
04.06.2020 00:00,9.7,757.6,758.4,,74,Wind blowing from the north-northeast,3,4,4,60%.,No significant weather observed. ,,,,,,60%.,2000-2500,,,30.0,5.3,No precipitation,1,,,,
03.06.2020 21:00,15.8,758.0,758.7,,43,Wind blowing from the east-northeast,3,6,7,no clouds,No significant weather observed. ,,,14.1,17.1,,,,,,30.0,3.2,No precipitation,12,,,,
03.06.2020 18:00,16.1,758.9,759.6,,39,Wind blowing from the east-southeast,5,8,8,no clouds,No significant weather observed. ,,,,,,,,,,28.0,2.1,No precipitation,1,,,,
03.06.2020 15:00,16.5,759.9,760.6,,39,Wind blowing from the east,5,8,12,no clouds,No significant weather observed. ,,,,,,,,,,20.0,2.5,No precipitation,1,,,,
03.06.2020 12:00,14.9,760.7,761.4,,46,Wind blowing from the east,6,9,9,no clouds,No significant weather observed. ,,,,,,,,,,24.0,3.2,No precipitation,1,,,,
03.06.2020 09:00,14.0,761.1,761.8,,57,Wind blowing from the east,3,4,6,no clouds,No significant weather observed. ,,,5.4,14.4,,,,,,30.0,5.6,No precipitation,12,,,,
03.06.2020 06:00,8.0,761.2,761.8,,78,Wind blowing from the north-east,3,4,5,no clouds,No significant weather observed. ,,,,,,,,,,35.0,4.3,No precipitation,1,,,,
03.06.2020 03:00,5.5,761.8,762.6,,87,Wind blowing from the north-east,4,5,5,no clouds,No significant weather observed. ,,,,,,,,,,30.0,3.4,No precipitation,1,,,,
03.06.2020 00:00,8.2,762.4,763.0,,73,Wind blowing from the north-east,3,,4,60%.,No significant weather observed. ,,,,,,,"2500 or more, or no clouds.",,,30.0,3.5,No precipitation,1,,,,
02.06.2020 21:00,14.5,762.5,763.2,,41,Wind blowing from the east,3,,,"10%  or less, but not 0",No significant weather observed. ,,,13.0,15.9,,,"2500 or more, or no clouds.",,,30.0,1.4,No precipitation,12,,,,
02.06.2020 18:00,15.0,763.6,764.3,,39,Wind blowing from the east,5,8,8,no clouds,No significant weather observed. ,,,,,,,,,,30.0,1.0,No precipitation,1,,,,
02.06.2020 15:00,13.9,765.1,765.8,,39,Wind blowing from the south-east,6,9,9,no clouds,No significant weather observed. ,,,,,,,,,,29.0,0.0,No precipitation,1,,,,
02.06.2020 12:00,13.5,766.1,766.9,,45,Wind blowing from the south-east,5,9,9,no clouds,No significant weather observed. ,,,,,,,,,,27.0,1.7,No precipitation,1,,,,
02.06.2020 09:00,12.9,766.9,767.6,,50,Wind blowing from the east,3,,6,no clouds,No significant weather observed. ,,,5.0,12.9,,,,,,26.0,2.6,No precipitation,12,,,,
02.06.2020 06:00,6.4,767.2,767.9,,93,Wind blowing from the north-northeast,3,3,4,no clouds,No significant weather observed. ,,,,,,,,,,24.0,5.4,No precipitation,1,,,,
02.06.2020 03:00,7.3,767.6,768.3,,90,Wind blowing from the east-northeast,3,,,70 – 80%.,No significant weather observed. ,,,,,,70 – 80%.,1500-2000,,,29.0,5.8,No precipitation,1,,,,
02.06.2020 00:00,6.7,767.9,768.6,,88,Wind blowing from the east-southeast,2,2,3,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",1500-2000,,,30.0,4.9,No precipitation,1,,,,
01.06.2020 21:00,11.2,767.5,768.1,,73,Wind blowing from the south-east,2,3,6,40%.,No significant weather observed. ,,,11.0,16.4,,40%.,"2500 or more, or no clouds.",,,29.0,6.4,No precipitation,12,,,,
01.06.2020 18:00,12.8,767.4,768.1,,57,Wind blowing from the south-east,3,5,6,no clouds,No significant weather observed. ,,,,,,,,,,28.0,4.5,No precipitation,1,,,,
01.06.2020 15:00,12.2,768.2,768.9,,79,Wind blowing from the south-east,3,5,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",1500-2000,,,29.0,8.7,No precipitation,1,,,,
01.06.2020 12:00,14.1,768.4,769.0,,63,Wind blowing from the south-east,4,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",1000-1500,,,20.0,7.0,No precipitation,1,,,,
01.06.2020 09:00,14.6,768.5,769.2,,60,Wind blowing from the north-northeast,2,4,7,"90  or more, but not 100%",No significant weather observed. ,,,8.3,19.4,,"90  or more, but not 100%",1500-2000,,,29.0,6.9,No precipitation,12,,,,
01.06.2020 06:00,11.7,768.2,768.9,,69,Wind blowing from the north,2,4,4,40%.,No significant weather observed. ,,,,,,40%.,"2500 or more, or no clouds.",,,35.0,6.2,No precipitation,1,,,,
01.06.2020 03:00,9.4,768.7,769.3,,83,Wind blowing from the north-northeast,3,3,4,no clouds,No significant weather observed. ,,,,,,,,,,40.0,6.6,No precipitation,1,,,,
01.06.2020 00:00,11.3,768.3,769.0,,79,Wind blowing from the north,2,2,3,no clouds,No significant weather observed. ,,,,,,,,,,35.0,7.7,No precipitation,1,,,,
31.05.2020 21:00,19.5,768.0,768.7,,38,Wind blowing from the north-northeast,4,8,11,no clouds,No significant weather observed. ,,,15.4,20.3,,,,,,29.0,4.6,No precipitation,12,,,,
31.05.2020 18:00,16.1,768.5,769.2,,48,Wind blowing from the south,4,6,6,no clouds,No significant weather observed. ,,,,,,,,,,45.0,5.1,No precipitation,1,,,,
31.05.2020 15:00,17.0,769.4,770.2,,42,Wind blowing from the south,4,7,,20–30%.,No significant weather observed. ,,,,,,20–30%.,2000-2500,,,35.0,4.0,No precipitation,1,,,,
31.05.2020 12:00,18.7,770.3,771.1,,32,Wind blowing from the north-northeast,6,10,12,no clouds,No significant weather observed. ,,,,,,,,,,35.0,1.8,No precipitation,1,,,,
31.05.2020 09:00,15.3,771.1,771.7,,47,Wind blowing from the north-east,4,8,8,no clouds,No significant weather observed. ,,,10.6,18.1,,,,,,35.0,3.9,No precipitation,12,,,,
31.05.2020 06:00,11.9,770.6,771.3,,58,Wind blowing from the north-northeast,4,6,7,no clouds,No significant weather observed. ,,,,,,,,,,35.0,3.7,No precipitation,1,,,,
31.05.2020 03:00,12.2,770.4,771.1,,54,Wind blowing from the north-northeast,3,6,6,no clouds,No significant weather observed. ,,,,,,,,,,40.0,3.2,No precipitation,1,,,,
31.05.2020 00:00,12.8,769.9,770.5,,53,Wind blowing from the north-northeast,3,5,6,no clouds,No significant weather observed. ,,,,,,,,,,40.0,3.5,No precipitation,1,,,,
30.05.2020 21:00,18.2,768.8,769.5,,39,Wind blowing from the north-east,6,10,11,no clouds,No significant weather observed. ,,,14.5,20.2,,,,,,30.0,3.9,No precipitation,12,,,,
30.05.2020 18:00,19.9,768.5,769.2,,35,Wind blowing from the north-northeast,5,9,13,no clouds,No significant weather observed. ,,,,,,,,,,30.0,4.0,No precipitation,1,,,,
30.05.2020 15:00,19.4,769.0,769.7,,36,Wind blowing from the north-east,6,12,13,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",1500-2000,,,30.0,3.8,No precipitation,1,,,,
