# Weather station Espoo / Tapiola, Finland, WMO_ID=2985,selection from 01.01.2019 till 19.10.2021, all days
# Encoding: UTF-8
# The data is provided by the website Reliable Prognosis, rp5.kz
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.kz/archive.php?wmo_id=2985&lang=en
#
Local time,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.02.2020 08:00,2,733.9,734.7,,78,Wind blowing from the west-southwest,6,9,11,40%.,No significant weather observed. ,,,2,5.3,,"10%  or less, but not 0","2500 or more, or no clouds.",,,45,-1.4,0.6,12,,,,
23.02.2020 05:00,2.9,733.2,733.9,,73,Wind blowing from the west-southwest,8,,,no clouds,No significant weather observed. ,,,,,,,,,,45,-1.5,No precipitation,1,,,,
23.02.2020 02:00,4.4,731.8,732.5,,75,Wind blowing from the west-southwest,8,14,18,50%.,No significant weather observed. ,,,,,,20–30%.,"2500 or more, or no clouds.",,,50,0.3,No precipitation,1,,,,
22.02.2020 23:00,4.3,729.9,730.6,,85,Wind blowing from the west-southwest,10,16,17,100%., ,,,,,,100%.,600-1000,,,,2,0.2,1,,,,
22.02.2020 20:00,4.4,731.4,732.1,,96,Wind blowing from the south-southwest,10,16,19,100%., ,,,1.9,4.6,,100%.,100-200,,,,3.8,21,12,,,,
22.02.2020 17:00,3.2,735.1,735.8,,96,Wind blowing from the south-southwest,10,17,20,100%., ,,,,,,100%.,100-200,,,,2.6,1,1,,,,
22.02.2020 14:00,3.6,740.5,741.2,,95,Wind blowing from the south-southwest,11,21,21,100%.,"Rain, not freezing, moderate. ",,,,,,100%.,200-300,,,7,2.8,2,1,,,,
22.02.2020 11:00,4.5,745.2,745.9,,95,Wind blowing from the south-southwest,10,20,21,100%.,"Rain, not freezing, slight. ",,,,,,100%.,200-300,,,8,3.7,2,1,,,,
22.02.2020 08:00,4.7,747.8,748.6,,92,Wind blowing from the south-southwest,11,19,19,100%.,"Drizzle, not freezing, moderate. ",,,3.9,5.1,,100%.,200-300,,,5,3.5,No precipitation,12,,,,
22.02.2020 05:00,5,749.5,750.1,,83,Wind blowing from the south-southwest,11,17,21,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,16,2.4,No precipitation,1,,,,
22.02.2020 02:00,4.3,751,751.6,,84,Wind blowing from the south-southwest,9,16,16,70 – 80%.,No significant weather observed. ,,,,,,70 – 80%.,300-600,,,19,1.8,No precipitation,1,,,,
21.02.2020 23:00,4.2,751.6,752.2,,86,Wind blowing from the south-southwest,8,13,14,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",300-600,,,20,2.1,No precipitation,1,,,,
21.02.2020 20:00,4.2,752,752.8,,86,Wind blowing from the south-west,8,14,15,100%.,No significant weather observed. ,,,2.4,4.4,,100%.,300-600,,,19,2,2,12,,,,
21.02.2020 17:00,3.6,751.2,751.9,,92,Wind blowing from the south-southwest,9,15,18,100%.,Rain (not freezing). ,,,,,,100%.,200-300,,,16,2.4,0.1,1,,,,
21.02.2020 14:00,3,750.7,751.4,,89,Wind blowing from the south,9,15,17,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,200-300,,,26,1.4,No precipitation,1,,,,
21.02.2020 11:00,3,751,751.6,,88,Wind blowing from the south,8,15,18,100%.,Rain (not freezing). ,,,,,,100%.,300-600,,,27,1.2,0.2,1,,,,
21.02.2020 08:00,2.5,751.6,752.2,,93,Wind blowing from the south,8,16,16,100%.,"Rain, not freezing, moderate. ",,,-1.7,3.4,,100%.,300-600,,,5,1.4,1,12,,,,
21.02.2020 05:00,3.2,753.1,753.8,,80,Wind blowing from the south,7,12,13,100%.,No significant weather observed. ,,,,,,100%.,600-1000,,,35,0,No precipitation,1,,,,
21.02.2020 02:00,2.9,755.4,756.1,,84,Wind blowing from the south,6,12,13,100%.,No significant weather observed. ,,,,,,100%.,600-1000,,,45,0.4,No precipitation,1,,,,
20.02.2020 23:00,2.6,757.1,757.8,,88,Wind blowing from the south,7,11,13,100%.,No significant weather observed. ,,,,,,100%.,200-300,,,40,0.8,No precipitation,1,,,,
20.02.2020 20:00,-1.6,758.5,759.3,,98,Wind blowing from the south,3,3,3,no clouds,No significant weather observed. ,,,-1.6,1.8,,,,,,35,-1.9,1,12,,,,
20.02.2020 17:00,0.6,759.1,759.7,,94,Wind blowing from the north-east,1,2,4,"90  or more, but not 100%",Snow ,,,,,,"90  or more, but not 100%",300-600,,,22,-0.2,No precipitation,1,,,,
20.02.2020 14:00,1.7,759.1,759.9,,82,Wind blowing from the east,2,3,3,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,40,-1,No precipitation,1,,,,
20.02.2020 11:00,-0.3,758.8,759.5,,88,Wind blowing from the north-east,3,4,6,"90  or more, but not 100%",Snow ,,,,,,"90  or more, but not 100%",200-300,,,28,-2.1,No precipitation,1,,,,
20.02.2020 08:00,0.7,757.2,757.9,,84,Wind blowing from the north-northeast,2,4,5,100%.,No significant weather observed. ,,,-0.1,3.5,,100%.,300-600,,,50,-1.7,0.2,12,,,,
20.02.2020 05:00,1.2,755.3,756.1,,95,Wind blowing from the north,3,5,5,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,30,0.5,No precipitation,1,,,,
20.02.2020 02:00,0.7,753.8,754.6,,99,Wind blowing from the north-northwest,3,3,3,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,13,0.5,No precipitation,1,,,,
19.02.2020 23:00,0.4,752.2,752.8,,99,Wind blowing from the south-west,2,3,3,60%.,No significant weather observed. ,,,,,,60%.,600-1000,,,13,0.2,No precipitation,1,,,,
19.02.2020 20:00,3.4,750.7,751.3,,86,Wind blowing from the west-southwest,4,6,6,100%.,"Drizzle, not freezing, moderate. ",,,3.3,6.6,,100%.,600-1000,,,29,1.3,0.1,12,,,,
19.02.2020 17:00,4.9,749.2,749.9,,70,Wind blowing from the west-southwest,4,6,10,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,600-1000,,,27,-0.1,No precipitation,1,,,,
19.02.2020 14:00,6,747.9,748.6,,67,Wind blowing from the west-southwest,6,11,11,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",600-1000,,,26,0.2,No precipitation,1,,,,
19.02.2020 11:00,4.9,747.1,747.7,,74,Wind blowing from the west-southwest,6,10,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",600-1000,,,28,0.6,No precipitation,1,,,,
19.02.2020 08:00,3.5,745.9,746.7,,83,Wind blowing from the west-southwest,5,8,9,70 – 80%.,No significant weather observed. ,,,3,5,,70 – 80%.,300-600,,,20,0.8,No precipitation,12,,,,
19.02.2020 05:00,3.5,745.2,745.9,,83,Wind blowing from the west-southwest,6,9,10,70 – 80%.,No significant weather observed. ,,,,,,,"2500 or more, or no clouds.",,,17,0.9,No precipitation,1,,,,
19.02.2020 02:00,4.5,744.7,745.3,,88,Wind blowing from the south-west,4,7,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",300-600,,,18,2.6,No precipitation,1,,,,
18.02.2020 23:00,4.7,744.5,745.2,,88,Wind blowing from the south-west,7,,12,"90  or more, but not 100%",Shower(s) or intermittent precipitation. ,,,,,,"90  or more, but not 100%",300-600,,,19,2.9,No precipitation,1,,,,
18.02.2020 20:00,4.9,744.4,745.1,,85,Wind blowing from the south-west,10,15,15,"90  or more, but not 100%",Drizzle (not freezing) or snow grains. ,,,4.9,6.4,,"90  or more, but not 100%",300-600,,,19,2.6,No precipitation,12,,,,
18.02.2020 17:00,5.4,744.2,744.9,,85,Wind blowing from the south-west,7,12,12,100%.,No significant weather observed. ,,,,,,100%.,1000-1500,,,16,3,No precipitation,1,,,,
18.02.2020 14:00,6.3,743.6,744.3,,81,Wind blowing from the south-west,8,12,15,100%.,No significant weather observed. ,,,,,,100%.,600-1000,,,16,3.2,No precipitation,1,,,,
18.02.2020 11:00,6.2,743.1,743.8,,84,Wind blowing from the south-west,9,14,14,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",600-1000,,,18,3.6,No precipitation,1,,,,
18.02.2020 08:00,5.5,741.7,742.4,,87,Wind blowing from the south-west,9,12,13,100%.,No significant weather observed. ,,,4.9,5.7,,100%.,300-600,,,18,3.5,2,12,,,,
18.02.2020 05:00,4.9,740.5,741.2,,92,Wind blowing from the south-west,11,18,21,100%.,"Rain, not freezing, slight. ",,,,,,100%.,300-600,,,7,3.7,0.6,1,,,,
18.02.2020 02:00,5.2,740.7,741.4,,87,Wind blowing from the south-west,11,19,20,100%.,Rain (not freezing). ,,,,,,100%.,300-600,,,11,3.2,0.1,1,,,,
17.02.2020 23:00,5.5,741.6,742.3,,81,Wind blowing from the south-west,12,20,21,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,14,2.5,No precipitation,1,,,,
17.02.2020 20:00,5.5,741.7,742.4,,78,Wind blowing from the south-west,13,18,21,"90  or more, but not 100%",No significant weather observed. ,,,4.5,5.7,,"90  or more, but not 100%",300-600,,,15,2,0.2,12,,,,
17.02.2020 17:00,5.5,741.1,741.7,,81,Wind blowing from the south-west,13,21,22,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",300-600,,,16,2.4,No precipitation,1,,,,
17.02.2020 14:00,5.7,740.1,740.8,,82,Wind blowing from the south-west,10,17,17,100%.,Drizzle (not freezing) or snow grains. ,,,,,,100%.,300-600,,,19,2.9,No precipitation,1,,,,
17.02.2020 11:00,5.2,738.7,739.4,,81,Wind blowing from the west-southwest,8,,15,100%.,No significant weather observed. ,,,,,,100%.,600-1000,,,30,2.2,No precipitation,1,,,,
17.02.2020 08:00,4.5,736,736.7,,93,Wind blowing from the west-southwest,6,9,10,100%.,"Rain, not freezing, slight. ",,,4.3,6.5,,100%.,300-600,,,18,3.4,24,12,,,,
17.02.2020 05:00,5.5,735.2,735.9,,98,Wind blowing from the south-west,3,6,7,100%.,"Rain, not freezing, moderate. ",,,,,,100%.,100-200,,,2.8,5.2,2,1,,,,
17.02.2020 02:00,6.4,738,738.7,,96,Wind blowing from the south-west,9,13,17,100%.,"Rain, not freezing, moderate. ",,,,,,100%.,100-200,,,6,5.8,1,1,,,,
16.02.2020 23:00,5.5,739.2,739.9,,97,Wind blowing from the south-southwest,9,15,19,100%.,"Rain, not freezing, moderate. ",,,,,,100%.,100-200,,,6,5,2,1,,,,
16.02.2020 20:00,4.5,741.4,742,,96,Wind blowing from the south-southwest,10,15,18,100%.,"Rain, not freezing, moderate. ",,,2.7,4.5,,100%.,100-200,,,5,3.9,15,12,,,,
16.02.2020 17:00,3.5,744.5,745.2,,97,Wind blowing from the south,9,14,14,100%.,"Rain, not freezing, moderate. ",,,,,,100%.,200-300,,,2.8,3,3,1,,,,
16.02.2020 14:00,3.4,747.7,748.5,,94,Wind blowing from the south,8,13,15,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,200-300,,,5,2.5,0.3,1,,,,
16.02.2020 11:00,2.8,750,750.7,,97,Wind blowing from the south,7,13,14,100%.,"Drizzle, not freezing, heavy. ",,,,,,100%.,100-200,,,2.1,2.3,0.8,1,,,,
16.02.2020 08:00,3,752.1,752.8,,97,Wind blowing from the south,7,12,13,100%.,"Rain, not freezing, slight. ",,,3,4.3,,100%.,100-200,,,10,2.5,3,12,,,,
16.02.2020 05:00,3.8,755,755.8,,98,Wind blowing from the south-southwest,5,8,11,100%.,Drizzle (not freezing) or snow grains. ,,,,,,100%.,50-100,,,3.8,3.5,No precipitation,1,,,,
16.02.2020 02:00,4.2,756.4,757,,95,Wind blowing from the south-southwest,4,8,8,100%.,No significant weather observed. ,,,,,,100%.,100-200,,,12,3.5,No precipitation,1,,,,
15.02.2020 23:00,3.8,756.2,756.9,,94,Wind blowing from the south-west,6,8,10,100%.,No significant weather observed. ,,,,,,100%.,200-300,,,16,2.9,No precipitation,1,,,,
15.02.2020 20:00,3.3,756.2,756.9,,96,Wind blowing from the south-west,6,9,13,100%.,"Drizzle, not freezing, slight. ",,,1.8,3.3,,100%.,100-200,,,7,2.7,4,12,,,,
15.02.2020 17:00,2.1,757,757.7,,94,Wind blowing from the south-southwest,10,17,17,100%.,"Rain, not freezing, slight. ",,,,,,100%.,200-300,,,7,1.2,0.4,1,,,,
15.02.2020 14:00,2.6,758.6,759.4,,89,Wind blowing from the south-southwest,8,14,15,"90  or more, but not 100%",Rain (not freezing). ,,,,,,"90  or more, but not 100%",300-600,,,25,0.9,0.3,1,,,,
15.02.2020 11:00,2.7,760.6,761.3,,89,Wind blowing from the south-southwest,7,,14,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",200-300,,,28,1.1,No precipitation,1,,,,
15.02.2020 08:00,1.8,761.8,762.5,,93,Wind blowing from the south-southwest,4,8,8,100%.,No significant weather observed. ,,,-5.3,1.9,,100%.,300-600,,,40,0.8,No precipitation,12,,,,
15.02.2020 05:00,-1.6,762.7,763.5,,98,Wind blowing from the south-southwest,4,5,5,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",600-1000,,,30,-1.9,No precipitation,1,,,,
15.02.2020 02:00,-4.9,763.8,764.5,,95,Wind blowing from the south-west,3,3,3,"90  or more, but not 100%",No significant weather observed. ,,,,,,70 – 80%.,300-600,,,21,-5.6,No precipitation,1,,,,
14.02.2020 23:00,-4.8,763.3,764.1,,96,Wind blowing from the west-southwest,2,3,3,no clouds,No significant weather observed. ,,,,,,,,,,14,-5.4,No precipitation,1,,,,
14.02.2020 20:00,-3.2,762.9,763.6,,96,Wind blowing from the south-southwest,2,2,3,no clouds,No significant weather observed. ,,,-3.8,1,,,,,,23,-3.7,No precipitation,12,,,,
14.02.2020 17:00,-0.2,761.5,762.3,,82,Wind blowing from the north-west,2,3,6,no clouds,No significant weather observed. ,,,,,,,,,,40,-3,No precipitation,1,,,,
14.02.2020 14:00,0.5,760,760.6,,79,Wind blowing from the north-west,4,7,8,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,45,-2.7,No precipitation,1,,,,
14.02.2020 11:00,-0.9,757.8,758.5,,95,Wind blowing from the west,1,2,4,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",100-200,,,22,-1.6,No precipitation,1,,,,
14.02.2020 08:00,-3.2,755.8,756.6,,97,Wind blowing from the west,2,2,3,no clouds,No significant weather observed. ,,,-3.7,0.7,,,,,,21,-3.6,No precipitation,12,,,,
14.02.2020 05:00,-2.3,754.3,755.1,,99,Wind blowing from the west-southwest,1,2,3,70 – 80%.,Fog ,,,,,,70 – 80%.,300-600,,,7,-2.5,No precipitation,1,,,,
14.02.2020 02:00,-2.2,752.7,753.4,,99,Wind blowing from the west-northwest,2,3,3,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",100-200,,,19,-2.4,No precipitation,1,,,,
13.02.2020 23:00,-0.9,751.1,751.9,,96,Wind blowing from the south-west,3,4,4,no clouds,No significant weather observed. ,,,,,,,,,,22,-1.4,No precipitation,1,,,,
13.02.2020 20:00,0.7,749.8,750.5,,87,Wind blowing from the west-southwest,3,4,5,"90  or more, but not 100%",No significant weather observed. ,,,0.7,3.3,,,"2500 or more, or no clouds.",,,30,-1.2,No precipitation,12,,,,
13.02.2020 17:00,2.6,748,748.6,,81,Wind blowing from the west,3,3,5,60%.,No significant weather observed. ,,,,,,60%.,600-1000,,,40,-0.4,No precipitation,1,,,,
13.02.2020 14:00,2.8,746.2,746.8,,78,Wind blowing from the west,5,8,10,"90  or more, but not 100%",No significant weather observed. ,,,,,,60%.,300-600,,,45,-0.7,No precipitation,1,,,,
13.02.2020 11:00,1.8,744.2,744.9,,86,Wind blowing from the west,4,7,9,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,50,-0.3,No precipitation,1,,,,
13.02.2020 08:00,2.1,742,742.7,,91,Wind blowing from the west,5,8,8,100%.,No significant weather observed. ,,,2.1,3.1,,100%.,300-600,,,50,0.7,2,12,,,,
13.02.2020 05:00,2.6,740.2,740.8,,97,Wind blowing from the south-southwest,3,6,9,100%.,Rain (not freezing). ,,,,,,100%.,300-600,,,26,2.1,0.2,1,,,,
13.02.2020 02:00,2.6,739.9,740.6,,95,Wind blowing from the south,5,,,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,200-300,,,10,1.8,0.1,1,,,,
12.02.2020 23:00,2.9,739.9,740.5,,89,Wind blowing from the south,6,10,10,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,28,1.2,No precipitation,1,,,,
12.02.2020 20:00,3,739.7,740.4,,87,Wind blowing from the south,5,,10,"90  or more, but not 100%",No significant weather observed. ,,,2.3,4.3,,"90  or more, but not 100%",600-1000,,,17,1,1,12,,,,
12.02.2020 17:00,3.7,739,739.6,,88,Wind blowing from the south-southwest,4,7,8,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",300-600,,,15,1.9,No precipitation,1,,,,
12.02.2020 14:00,3.6,737.8,738.4,,95,Wind blowing from the south-southwest,5,,,100%.,Rain (not freezing). ,,,,,,100%.,200-300,,,20,2.9,0.5,1,,,,
12.02.2020 11:00,2.8,736.7,737.4,,94,Wind blowing from the south-southwest,6,9,9,"90  or more, but not 100%","Rain shower(s) or intermittent rain, slight. ",,,,,,"90  or more, but not 100%",200-300,,,12,1.9,0.1,1,,,,
12.02.2020 08:00,2.4,735.6,736.3,,98,Wind blowing from the south-southwest,6,11,11,100%.,"Rain shower(s) or intermittent rain, slight. ",,,0.3,2.5,,100%.,200-300,,,12,2.1,12,12,,,,
12.02.2020 05:00,0.6,734.7,735.4,,97,Wind blowing from the south-southwest,4,7,9,100%.,"Snow, slight. ",,,,,,100%.,200-300,,,1.1,0.1,0.1,1,,,,
12.02.2020 02:00,2.1,733.9,734.5,,94,Wind blowing from the south-west,5,10,10,100%.,"Rain, not freezing, moderate. ",,,,,,100%.,200-300,,,3,1.2,0.9,1,,,,
11.02.2020 23:00,1.4,733.1,733.9,,96,Wind blowing from the south-southwest,4,6,11,"90  or more, but not 100%","Rain shower(s) or intermittent rain, slight. ",,,,,,"90  or more, but not 100%",200-300,,,24,0.8,0.1,1,,,,
11.02.2020 20:00,1.9,732.4,733.2,,92,Wind blowing from the south-southwest,3,6,,"90  or more, but not 100%",Rain (not freezing). ,,,1.9,5.1,,"90  or more, but not 100%",300-600,,,30,0.7,0.1,12,,,,
11.02.2020 17:00,3.2,731.5,732.2,,82,Wind blowing from the south-southwest,6,8,12,60%.,No significant weather observed. ,,,,,,60%.,300-600,,,25,0.3,No precipitation,1,,,,
11.02.2020 14:00,4.6,730.4,731.1,,76,Wind blowing from the south-west,7,12,14,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",600-1000,,,25,0.6,No precipitation,1,,,,
11.02.2020 11:00,4.3,729.1,729.8,,80,Wind blowing from the south-west,5,10,,60%.,No significant weather observed. ,,,,,,50%.,300-600,,,20,1.1,No precipitation,1,,,,
11.02.2020 08:00,3.7,727.8,728.5,,88,Wind blowing from the south-west,5,8,9,"90  or more, but not 100%",No significant weather observed. ,,,3.3,4.8,,"90  or more, but not 100%",300-600,,,28,1.8,2,12,,,,
11.02.2020 05:00,3.7,726.2,726.9,,89,Wind blowing from the south-west,7,10,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"10%  or less, but not 0",300-600,,,29,2,No precipitation,1,,,,
11.02.2020 02:00,3.7,724.3,724.9,,95,Wind blowing from the south-west,6,7,9,60%.,No significant weather observed. ,,,,,,40%.,200-300,,,35,2.9,No precipitation,1,,,,
10.02.2020 23:00,4.5,722.5,723.1,,91,Wind blowing from the south-west,8,13,16,100%.,"Rain, not freezing, slight. ",,,,,,100%.,300-600,,,15,3.1,0.1,1,,,,
10.02.2020 20:00,4.6,722.5,723.1,,93,Wind blowing from the south-southwest,9,14,17,100%.,"Rain, not freezing, slight. ",,,3.2,4.8,,100%.,300-600,,,7,3.6,2,12,,,,
10.02.2020 17:00,4.6,722.4,723.1,,96,Wind blowing from the south-southwest,8,14,16,100%.,"Drizzle, not freezing, slight. ",,,,,,100%.,100-200,,,17,4,0.3,1,,,,
10.02.2020 14:00,4,723.3,724,,97,Wind blowing from the south,9,15,15,100%.,Drizzle (not freezing) or snow grains. ,,,,,,100%.,100-200,,,7,3.6,No precipitation,1,,,,
10.02.2020 11:00,3.9,724.8,725.5,,95,Wind blowing from the south,10,16,18,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,100-200,,,13,3.1,0.1,1,,,,
10.02.2020 08:00,3.2,726.9,727.6,,96,Wind blowing from the south,9,17,18,100%.,"Drizzle, not freezing, moderate. ",,,3,4.8,,100%.,100-200,,,5,2.6,7,12,,,,
10.02.2020 05:00,3.2,730,730.7,,93,Wind blowing from the south,10,15,19,100%.,"Rain, not freezing, slight. ",,,,,,100%.,200-300,,,8,2.2,0.6,1,,,,
10.02.2020 02:00,4.1,734.9,735.6,,90,Wind blowing from the south,8,14,15,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,600-1000,,,10,2.6,0.8,1,,,,
09.02.2020 23:00,4.4,740.2,740.9,,88,Wind blowing from the south,9,14,18,100%.,"Rain, not freezing, slight. ",,,,,,100%.,1000-1500,,,10,2.5,No precipitation,1,,,,
09.02.2020 20:00,3.6,745.6,746.2,,97,Wind blowing from the south,9,16,16,100%.,Mist. ,,,3.4,4.1,,100%.,100-200,,,3.7,3.1,1,12,,,,
09.02.2020 17:00,4,749.8,750.4,,95,Wind blowing from the south-southwest,7,12,12,100%.,Drizzle (not freezing) or snow grains. ,,,,,,100%.,100-200,,,6,3.2,No precipitation,1,,,,
09.02.2020 14:00,3.7,751.6,752.3,,97,Wind blowing from the south-southwest,7,14,14,100%.,Drizzle (not freezing) or snow grains. ,,,,,,100%.,100-200,,,2.8,3.3,No precipitation,1,,,,
09.02.2020 11:00,3.8,754,754.7,,88,Wind blowing from the south-southwest,6,,12,100%.,"Drizzle, not freezing, moderate. ",,,,,,100%.,300-600,,,10,2,No precipitation,1,,,,
09.02.2020 08:00,3.7,755.3,756.1,,85,Wind blowing from the south-west,8,14,14,100%.,No significant weather observed. ,,,2.4,3.7,,100%.,300-600,,,17,1.3,0.2,12,,,,
09.02.2020 05:00,3.6,757,757.7,,86,Wind blowing from the south-west,8,12,15,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,18,1.5,No precipitation,1,,,,
09.02.2020 02:00,2.9,758.7,759.4,,94,Wind blowing from the south-west,7,,12,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,100-200,,,13,2,No precipitation,1,,,,
08.02.2020 23:00,2.5,759.9,760.6,,97,Wind blowing from the south-west,5,10,,100%.,"Drizzle, not freezing, slight. ",,,,,,100%.,100-200,,,7,2,0.1,1,,,,
08.02.2020 20:00,2.5,761,761.8,,95,Wind blowing from the south-west,7,12,12,100%.,Mist. ,,,-0.2,2.5,,100%.,100-200,,,9,1.8,No precipitation,12,,,,
08.02.2020 17:00,2.2,761.8,762.5,,97,Wind blowing from the south-west,5,7,9,100%.,No significant weather observed. ,,,,,,100%.,100-200,,,24,1.7,No precipitation,1,,,,
08.02.2020 14:00,0.3,762.6,763.3,,99,Wind blowing from the west-southwest,4,5,6,100%.,Mist. ,,,,,,100%.,50-100,,,5,0.2,No precipitation,1,,,,
08.02.2020 11:00,-0.1,763,763.8,,99,Wind blowing from the south-west,2,3,3,100%.,Fog ,,,,,,100%.,50-100,,,1.3,-0.3,No precipitation,1,,,,
